metro,metro2,country,rank_300,gmm14_2005_pop,gmm14_2015_pop,tot_emp2005,tot_emp2015,gmm14_2005_nomgdp,gmm14_2015_nomgdp,gmm14_2000_realgdp,gmm14_2005_realgdp,gmm14_2015_realgdp,gdp_pc_real2000,gdp_pc_real2005,gdp_pc_real2015,productivity2005,productivity2015,share_population_laborforce15,share_population_laborforce05,compound_growth_realgdp15,compound_growth_real_gdp_pc15,compound_growth_emp15,compound_growth_pop15,compound_growth_producti_15,comp_growth_realgdp00_07,comp_growth_real_gdp_pc00_07,comp_growth_emp00_07,comp_growth_realgdp08_10,comp_growth_real_gdp_pc08_10,comp_growth_emp08_10,comp_growth_realgdp10_15,comp_growth_real_gdp_pc10_15,comp_growth_emp10_15,share_rgva2005business,share_rgva2005commodities,share_rgva2005construction,share_rgva2005local,share_rgva2005manufacturing,share_rgva2005trade,share_rgva2005transportation,share_rgva2005utilities,share_rgva2000business,share_rgva2000commodities,share_rgva2000construction,share_rgva2000local,share_rgva2000manufacturing,share_rgva2000trade,share_rgva2000transportation,share_rgva2000utilities,share_rgva2015business,share_rgva2015commodities,share_rgva2015construction,share_rgva2015local,share_rgva2015manufacturing,share_rgva2015trade,share_rgva2015transportation,share_rgva2015utilities,sector_prod2005business,sector_prod2005commodities,sector_prod2005construction,sector_prod2005local,sector_prod2005manufacturing,sector_prod2005trade,sector_prod2005transportation,sector_prod2005utilities,sec_gr_prod_0015business,sec_gr_prod_0015commodities,sec_gr_prod_0015construction,sec_gr_prod_0015local,sec_gr_prod_0015manufacturing,sec_gr_prod_0015trade,sec_gr_prod_0015transportation,sec_gr_prod_0015utilities,rgva_growth0007business,rgva_growth0007commodities,rgva_growth0007construction,rgva_growth0007local,rgva_growth0007manufacturing,rgva_growth0007trade,rgva_growth0007transportation,rgva_growth0007utilities,rgva_growth0810business,rgva_growth0810commodities,rgva_growth0810construction,rgva_growth0810local,rgva_growth0810manufacturing,rgva_growth0810trade,rgva_growth0810transportation,rgva_growth0810utilities,rgva_growth1015business,rgva_growth1015commodities,rgva_growth1015construction,rgva_growth1015local,rgva_growth1015manufacturing,rgva_growth1015trade,rgva_growth1015transportation,rgva_growth1015utilities,sec_gr_emp_0015business,sec_gr_emp_0015commodities,sec_gr_emp_0015construction,sec_gr_emp_0015local,sec_gr_emp_0015manufacturing,sec_gr_emp_0015trade,sec_gr_emp_0015transportation,sec_gr_emp_0015utilities,sec_gr_gdp_0015business,sec_gr_gdp_0015commodities,sec_gr_gdp_0015construction,sec_gr_gdp_0015local,sec_gr_gdp_0015manufacturing,sec_gr_gdp_0015trade,sec_gr_gdp_0015transportation,sec_gr_gdp_0015utilities,share_emp2000business,share_emp2000commodities,share_emp2000construction,share_emp2000local,share_emp2000manufacturing,share_emp2000trade,share_emp2000transportation,share_emp2000utilities,share_emp2015business,share_emp2015commodities,share_emp2015construction,share_emp2015local,share_emp2015manufacturing,share_emp2015trade,share_emp2015transportation,share_emp2015utilities,sector_prod2015business,sector_prod2015commodities,sector_prod2015construction,sector_prod2015local,sector_prod2015manufacturing,sector_prod2015trade,sector_prod2015transportation,sector_prod2015utilities,share_tradable2000,share_tradable2015,growth_tradable0015,gmm14_2009_pop,gmm14_2011_pop,tot_emp2009,fdi_stockvalue15,fdi_stockjobs15,fdi_stockvalue09,fdi_stockjobs09,fdi_stockvalue11,fdi_stockjobs11,fdipc09,fdipc15,fdipc11,fdipc_gr11_15,stock_gr_11_15,mean_citation_score09,share_top10publications_1013,mean_citation_score13,patent07,patent12,patentspc07,patentspc12,share_national_patents07,share_national_patents12,stockvc06,stockvc10,stockvc15,vcpc06,vcpc10,vcpc15,vcpc_gr,stock_vc_gr10_15,pass04,pass15,passengerspc04,passengerspc15,down08,down15,sharepop_tertiaryeducation,share_foreignborn_15,label_cluster
Brasilia,Brasilia,Brazil,92,3333.9,4076.3,1572.7,2126.5,100952.8,159586.5,60784.1,73620.6,100651.2,20601.29,22082.43,24691.8,46.8116,47.33186,0.521674,0.4717298,0.0341938,0.0121477,0.0354685,0.0217815,-0.0012311,0.0440883,0.0193391,0.0439231,0.0425201,0.0211574,0.0313249,0.0166169,-0.0019347,0.0287621,0.2736171,0.0040113,0.043408,0.5343167,0.0153468,0.0918057,0.0259298,0.0115646,0.2597865,0.0066169,0.0454332,0.5377778,0.0211379,0.0906752,0.0261694,0.0124031,0.2871616,0.0047396,0.0532923,0.5068733,0.0167228,0.0926139,0.0245886,0.0140078,39.7192,9.901186,28.17879,64.15632,12.47917,15.95658,28.40877,92.58974,0.0056206,-0.018474,0.0013838,-0.0108473,0.0264635,-0.0046739,0.005174,-0.0062957,0.0270509,-0.0113282,0.0135199,0.0171653,0.0108947,0.0260577,0.0175915,0.0196438,0.0746241,0.0904397,0.1238509,0.0242615,0.0079448,0.0258298,0.0375273,0.0229208,-0.0042701,0.0599038,0.0444921,0.0209585,-0.0062188,0.0118014,0.0071615,0.0556468,0.0340885,0.0292678,0.0425816,0.040194,-0.0092496,0.0392938,0.0234014,0.0479891,0.0399007,0.0102531,0.0440244,0.0289106,0.0169691,0.0344362,0.0286965,0.0413912,0.266122,0.0143571,0.0715476,0.3205362,0.0640121,0.2208297,0.0386293,0.0039661,0.2608512,0.0131202,0.0792852,0.343193,0.033012,0.2333882,0.0324007,0.0047496,43.18803,14.17204,26.36951,57.94163,19.87322,15.5678,29.77213,115.703,0.3137107,0.3332126,0.0040287,3642.9,3796.8,1760.6,717.20593,1132,31.816961,48,92.994324,230,8.733965,175.9453,24.49282,6.183548,6.712362,2.706504,0.0699398,3.36139,11.140568,42.127525,0.0031921,0.0109127,0.0058043,0.0136277,,0.05086141,0.35277221,,0.0000137,0.0000865,5.32578,5.93595,6893409,20527960,2117.856,5117.023,,11.65097,17.7,0.1,3
Brussels,Belgian central,Belgium,43,5066.6,5539.6,2269.1,2462.5,218970.8,290522.4,247328.5,274161.4,306550.2,50411.42,54111.52,55337.96,120.8238,124.4874,0.4445267,0.4478546,0.0144138,0.0062355,0.0080364,0.0081277,0.0063266,0.022898,0.0155064,0.0094237,0.0023765,-0.0085659,0.0025819,0.0088507,0.0012109,0.0058937,0.3003435,0.004453,0.0428422,0.2664298,0.1396185,0.1576314,0.0645018,0.0241798,0.2975951,0.0047414,0.0428561,0.2771755,0.1380191,0.1482067,0.0650319,0.0263743,0.3312019,0.0036749,0.0487439,0.2641736,0.1266314,0.1448218,0.0573673,0.0233853,179.1264,41.13962,100.3713,73.06878,124.3886,96.50413,111.6803,314.883,0.0053469,0.0220472,0.0213982,-0.0057862,0.027884,0.0127869,0.009044,-0.0150778,0.012461,0.0099643,0.0141923,0.0072268,0.0104357,0.0152752,0.0079237,0.0071637,0.0214174,-0.0197842,0.0030162,-0.0089084,-0.0115155,-0.0165043,-0.0102634,0.0625261,0.0164587,-0.0294214,0.0229464,0.0124749,0.0058568,0.0001141,-0.0095274,-0.0203458,0.0167819,-0.0236671,0.0022546,0.0175954,-0.0182325,0.0005964,-0.0025181,0.0222603,0.0222185,-0.0021417,0.0237011,0.0117074,0.0091431,0.0133909,0.0065031,0.0068468,0.173268,0.0125922,0.0506433,0.372224,0.1378268,0.1783965,0.0666239,0.0084253,0.1972386,0.007797,0.0464569,0.4288325,0.0927513,0.1596345,0.0568934,0.0103959,187.3566,52.58854,117.0682,68.73371,152.3314,101.2221,112.5046,250.9844,0.5053875,0.5188755,0.0017574,5276.1,5389.2,2379.9,13515.358,25598,1523.9181,2956,7088.7432,15496,288.8342,2439.771,1315.361,0.8548306,0.9065945,6.703638,0.1531719,8.509668,3252.6807,4071.958,0.6301568,0.7488658,0.6492463,0.6598091,238.42656,1001.1251,1331.3022,0.046647,0.1877227,0.2403246,0.2802108,0.3298061,19603074,25629704,3898.704,4655.967,6.729086,34.96929,43.7,19.6,7
Busan-Ulsan,Busan,South Korea,36,7684.4,7812.3,3586.5,3883.8,187272.3,305931.3,109032.3,136856.6,181293.5,14203.02,17809.67,23206.16,38.15882,46.67941,0.4971392,0.4667248,0.0344793,0.0332724,0.0083494,0.001168,0.0259136,0.0462221,0.04608,0.0082636,0.0237789,0.0217023,-0.0019317,0.0240515,0.0217101,0.0131006,0.136376,0.0261188,0.0597943,0.1750069,0.4079928,0.0931779,0.075883,0.0256502,0.1423048,0.0272652,0.0562352,0.1823727,0.3808414,0.1087884,0.0780457,0.0241466,0.1486538,0.0189388,0.0430204,0.1739149,0.4304495,0.0928281,0.0650421,0.0271524,51.48994,10.00519,25.75046,30.02641,61.29152,12.24967,30.22372,164.7935,0.0099581,0.0651352,0.0079013,-0.0017313,0.032494,0.0323239,0.0084833,-0.0092935,0.0195227,0.0131468,0.0276599,0.0177762,0.0285055,0.0115174,0.0169734,0.0227532,0.024013,-0.0365644,-0.0747938,0.0261948,0.0425333,0.0338859,-0.0410242,0.0652607,0.0370741,-0.0054996,0.0119278,0.0281731,0.0166343,0.0218377,0.0270342,0.0320253,0.028264,-0.0511685,0.0091847,0.0340032,0.011118,-0.0074904,0.0143751,0.0534066,0.0385035,0.0106338,0.0171585,0.032213,0.0439734,0.0245913,0.0229803,0.0436168,0.0827208,0.1074845,0.0625073,0.1582662,0.2368743,0.2740345,0.0737954,0.0043169,0.1109223,0.0431536,0.0632885,0.2307019,0.2468201,0.2161028,0.0806942,0.0083166,54.67804,17.90573,27.73352,30.75681,71.15366,17.52568,32.88577,133.2043,0.6284571,0.6630842,0.003582,7713.6,7730.4,3609.1,6469.3296,14069,1199.8114,2709,4378.0669,7168,155.5449,828.0954,566.3442,0.4621769,0.477668,3.746363,0.065457,4.702806,2112.1963,3600.7712,0.2748824,0.4641186,0.0815463,0.0723883,,4.4402013,4.4402013,,0.0005749,0.0005684,-0.0113795,0,8709051,14945511,1134.641,1917.64,25.90222,95.87917,33.4,1.6,3
Cape Town,Cape Town,South Africa,201,3404.7,3976,1252.5,1476.6,49792.2,66599.1,20845.8,25642.4,32264.3,6863.945,7531.471,8114.764,20.47297,21.8504,0.3713783,0.3678738,0.0295487,0.0112227,0.0108672,0.0181227,0.0184807,0.046396,0.0224734,0.0064501,-0.005496,-0.0154228,-0.0143342,0.0203072,0.0046473,0.0209487,0.2917081,0.0064874,0.0394189,0.1758033,0.1903228,0.1540055,0.1207816,0.0214724,0.2692652,0.0045504,0.0361521,0.1938184,0.2170383,0.1486761,0.1107793,0.0197202,0.3232292,0.007072,0.0486997,0.1926194,0.1385654,0.1566922,0.1129215,0.0202006,39.12707,10.86207,8.264249,14.17032,17.46259,12.81323,39.35973,57.28571,-0.0012112,0.0059053,0.022491,0.0064465,0.0258602,0.0346688,0.0151362,-0.0111098,0.0285133,0.0465576,0.0336487,0.0116336,0.0099769,0.0225108,0.0259005,0.0231824,-0.0064096,-0.1068985,0.0069041,0.0188309,-0.0197049,0.0000724,-0.0458141,0.0484741,0.0289883,0.0497083,0.0289779,0.0328945,-0.0298699,0.0276363,0.0265032,0.022571,0.0423996,0.0529994,0.0260911,0.0215247,-0.0269415,-0.0024417,0.014494,0.0417606,0.0411371,0.0592177,0.0491689,0.0281099,-0.001778,0.0321425,0.0298495,0.0301869,0.1273495,0.0084422,0.0743071,0.2338324,0.2279388,0.2632208,0.0591749,0.0057343,0.2018827,0.0155763,0.0929839,0.2736692,0.128674,0.215766,0.0624407,0.0090072,32.88762,9.326087,10.75819,14.45756,22.12,14.91714,37.14751,46.06767,0.6016332,0.5817881,-0.0022336,3643.6,3717.5,1383.1,3046.3752,10664,498.04984,1571,1645.4045,5106,136.6917,766.191,442.6105,0.7310727,0.8514445,6.301373,0.1529824,8.534602,313.46747,349.99496,0.0877888,0.0924079,0.1534744,0.1974318,1.9392492,82.163513,186.74348,0.0005562,0.0223264,0.0469677,1.10368,1.272827,8368517,14252318,2516.544,3625.622,1.320524,5.985496,6.1,4.9,3
Changchun,Changchun,China,108,7407.2,7601.1,1808.514,1841.88,53640.1,162933.2,12703.1,22976.1,77437.4,1784.193,3101.86,10187.66,12.70441,42.04259,0.2423176,0.2441562,0.1280701,0.1231614,0.0254602,0.0043704,0.1000622,0.1365872,0.1278345,0.0206486,0.1514995,0.1428585,0.0582855,0.1000029,0.1022226,0.0197212,0.0893305,0.192443,0.0715179,0.1219382,0.2753546,0.1132991,0.082377,0.0537397,0.1115031,0.2209882,0.0655909,0.132938,0.2379096,0.0924481,0.0968537,0.0417684,0.0988588,0.1800742,0.0616279,0.1202439,0.3279987,0.095744,0.0681845,0.0472681,12.80669,37.22497,18.70204,4.381053,14.87146,27.37229,11.92631,11.68482,0.0395001,0.0824188,0.0920406,0.0919188,0.1372456,0.0951456,0.1062129,0.1002189,0.0417704,0.050011,0.0624392,0.0511455,0.0724036,0.0797148,0.0455272,0.0832309,0.1162274,0.0393736,0.1182635,0.1668117,0.2267633,0.1501067,0.1524867,0.1780329,0.1456909,0.1243133,0.0860375,0.0880513,0.1073531,0.0537963,0.0620995,0.1103673,0.0751727,0.0267491,0.0274112,0.0249235,0.0121167,0.0311691,-0.0050831,0.0324993,0.1176421,0.1113726,0.1219747,0.1191333,0.1510253,0.1292803,0.1005898,0.1359752,0.0753101,0.074871,0.0581842,0.3059611,0.2811505,0.0394116,0.1051707,0.0599407,0.1531949,0.0762951,0.059867,0.3035678,0.2310018,0.0428341,0.0668212,0.0664181,27.2091,99.51724,43.40433,16.70132,59.86872,94.24645,43.02443,30.00717,0.6672546,0.6751162,0.0007812,7613.6,7707.3,1570.357,1467.6808,6603,406.44611,1908,1021.2739,4693,53.38422,193.0879,132.5074,0.4571865,0.437108,3.889683,0.0805289,5.28264,48.996861,118.21836,0.0065193,0.0154372,0.0024525,0.0015988,,,,,,,,,2997348,14479143,407.6416,1901.248,2.128933,13.65089,12.8,,1
Changsha,Changsha,China,60,6534.3,7307.7,1290.3,2136.08,59936.8,245570.6,16385.5,31182.5,110155.4,2681.62,4772.125,15073.88,24.16686,51.56895,0.2923054,0.1974657,0.1354545,0.1219888,0.0393723,0.0120016,0.0924426,0.1420707,0.1265166,0.0263692,0.1509928,0.1339391,0.1073806,0.1171073,0.1088317,0.0249299,0.0882725,0.1267576,0.0862092,0.1613184,0.2920477,0.1002319,0.0906264,0.0545364,0.1110804,0.1372208,0.0706039,0.1469927,0.2406641,0.1224759,0.1175508,0.0534114,0.0845445,0.0910308,0.0651438,0.1499107,0.3864034,0.1043597,0.0753982,0.043209,30.739,82.10155,15.11863,10.54356,32.57649,49.68424,35.36098,30.19102,0.0496109,0.1035537,0.0392434,0.0940978,0.1349263,0.09877,0.0864414,0.0943924,0.0513459,0.0410076,0.0725408,0.0676164,0.0834308,0.0581925,0.0390768,0.0649811,0.114489,0.0522505,0.1411311,0.0918212,0.2141302,0.1691514,0.1226405,0.1251313,0.1119587,0.1086657,0.0880274,0.136079,0.1293468,0.0835527,0.1042306,0.1295881,0.0609634,-0.0000999,0.085387,0.0378753,0.0312719,0.0211533,0.0133705,0.0216963,0.1135988,0.1034435,0.1279812,0.1355371,0.1704176,0.1220125,0.1009677,0.1181367,0.0684202,0.0503469,0.0900435,0.3453283,0.2588349,0.0601904,0.0682588,0.0585767,0.0931372,0.028168,0.1724466,0.3379426,0.2301726,0.0461662,0.0466784,0.0452883,46.63416,166.0255,19.40712,22.78934,86.2441,116.1317,82.9827,49.01521,0.6065161,0.6373769,0.0033141,6944,7085.2,1740.171,4149.4878,15100,792.0968,3080,2023.9695,8244,114.0692,567.824,285.6616,0.9877507,1.050173,3.273841,0.0840594,4.595934,209.70079,1106.0052,0.0311781,0.1547142,0.0104966,0.0149581,,0,0,,0,0,,,8242873,30163076,1278.143,4146.07,4.870839,15.64745,15.3,,1
Changzhou,Changzhou,China,123,4137.9,4727.3,1194.829,2198.62,46343.9,147280.6,11545.2,22064.1,67605,3065.152,5332.198,14300.98,18.46633,30.74883,0.4650901,0.2887525,0.12505,0.108139,0.0687304,0.0152607,0.0526977,0.1427636,0.1201065,0.0908062,0.1239786,0.1024765,0.0702523,0.1013365,0.0950685,0.0329556,0.1033626,0.0831292,0.0701127,0.085968,0.4354131,0.1095833,0.0738433,0.0385878,0.1001716,0.1220914,0.0957228,0.0735298,0.3896028,0.1018026,0.0787045,0.0383745,0.129794,0.0440021,0.0658237,0.1000439,0.4703953,0.1057603,0.0670641,0.0171167,31.58094,46.83958,22.53268,7.08416,16.96529,39.13076,26.58731,15.08263,0.0538055,0.0488176,0.0099491,0.0602025,0.0644157,0.0860404,0.0575236,0.0300638,0.0772571,0.0132769,0.0339504,0.0733513,0.0749948,0.0707485,0.0510971,0.0500621,0.1521241,0.0516167,0.1557374,0.1229491,0.1211176,0.1433423,0.1300412,0.0759263,0.1048925,0.0624163,0.1089581,0.1453336,0.1047786,0.0717378,0.1028107,0.0570261,0.0852942,0.0012899,0.0855894,0.082265,0.0694293,0.037685,0.0516792,0.0341139,0.143689,0.0501705,0.09639,0.14742,0.1383173,0.1269679,0.1121756,0.0652033,0.0653304,0.0440485,0.0717644,0.2110864,0.4325662,0.0732492,0.0532046,0.0487503,0.0822821,0.0165694,0.0907551,0.2549426,0.4368292,0.0470721,0.0418,0.0297496,48.58463,81.79298,22.33884,12.08641,33.16658,69.20035,49.41547,17.72107,0.6905703,0.7112555,0.0019695,4504.9,4642.9,1762.414,6549.896,29314,1311.3579,6241,3405.1892,12680,291.0959,1385.547,733.4186,0.8891625,0.9235043,,,,,1.5333333,,0.0003272,,0.0000207,,26.01819,26.01819,,0.0056631,0.0055038,-0.0281344,0,483531,3889019,119.0963,826.923,1.806718,33.5055,10,,1
Charlotte,"Charlotte-Concord-Gastonia, NC-SC",USA,107,1934.168,2426.363,961.82,1121.91,89780.21,131636.3,81006.63,97357.33,118142.1,46862.13,50335.51,48691.01,101.222,105.3044,0.4623834,0.4972784,0.0254763,0.0025556,0.011374,0.0228622,0.0139436,0.0328083,0.0054391,0.0132557,-0.0131696,-0.0293421,-0.0324755,0.0317254,0.0139163,0.0295259,0.3581311,0.0076932,0.0584573,0.213434,0.1556965,0.1534137,0.0338802,0.0192942,0.3013934,0.009283,0.0726588,0.2165287,0.1779457,0.1581891,0.0382829,0.0257184,0.382659,0.0077389,0.0400105,0.2189297,0.1597724,0.1463809,0.0308887,0.0136198,213.1699,81.16666,92.09437,63.03605,123.5114,65.05054,83.13265,436.4084,0.0206704,0.02183,-0.0111051,0.0031839,0.0445285,0.0030487,-0.000137,-0.0209085,0.0222732,-0.0101924,-0.0021079,0.0155183,0.0102023,0.0132638,0.0030027,-0.0036188,-0.0141216,0.0681536,-0.1379993,0.011433,-0.0093493,-0.0277908,0.0112679,0.0089738,0.0442987,0.052846,0.0426222,0.0148395,0.035809,0.0323286,0.0111182,-0.043225,0.0195662,-0.0097539,-0.0046755,0.0217104,-0.0264691,0.0158298,0.0097988,0.0026765,0.0406411,0.0118632,-0.0157287,0.0249634,0.0168808,0.0189267,0.0096605,-0.0182879,0.1664783,0.0118181,0.0625442,0.3179068,0.1643449,0.2322966,0.0399641,0.004647,0.1878939,0.0086103,0.0492018,0.3702882,0.0927525,0.2481304,0.0390406,0.0040823,214.4599,94.647,85.63279,62.26033,181.3939,62.12282,83.31621,351.3253,0.526905,0.581059,0.0065434,2195.856,2256.845,973.73,3201.1262,12103,197.5563,1050,1384.9712,5869,89.96779,1319.311,613.6758,1.149849,1.311331,,,,828.57977,1009.8553,0.3971807,0.4399647,0.0034935,0.0040406,94.804276,319.81641,412.60733,0.0471842,0.1437987,0.1700518,0.1825685,0.2901381,30861572,53651308,16415.64,22550.36,4.35167,19.01793,35.10254,9.38,6
Chengdu,Chengdu,China,44,12572.9,14406.7,2557.9,4984.64,84306.4,306457.8,20963.8,39070.4,129839.1,1911.848,3107.509,9012.411,15.2744,26.04784,0.3459946,0.2034455,0.1292646,0.1089003,0.0657227,0.0183644,0.0596233,0.1362623,0.1086638,0.0749044,0.1484995,0.1186245,0.0891448,0.1136371,0.1081176,0.0272756,0.1332751,0.1347775,0.0866203,0.1334024,0.2495073,0.1366058,0.0845781,0.0412336,0.1473475,0.1710982,0.0709367,0.1398118,0.2015373,0.143309,0.0898299,0.0361297,0.158794,0.1022403,0.0674577,0.154154,0.3101924,0.1116795,0.0601768,0.0353053,28.50315,49.85363,8.164164,6.295572,15.12044,43.48718,25.02807,14.05849,0.0462793,0.0222897,0.0326762,0.0750109,0.0960261,0.0616931,0.0369324,0.0560643,0.0498915,0.036361,0.0706366,0.0659587,0.0830965,0.0491076,0.0494042,0.078158,0.1609793,0.0016185,0.0930941,0.1635203,0.1684448,0.2393781,0.1412899,0.1415937,0.153299,0.1194244,0.1273973,0.0958404,0.1225826,0.0846243,0.0674709,0.1228985,0.0837883,0.0664581,0.0889448,0.0564296,0.0594737,0.0452183,0.0594393,0.0667614,0.1339453,0.0902291,0.1245274,0.1356733,0.1612108,0.1097011,0.0985669,0.1265687,0.0597004,0.0466295,0.1555295,0.3156852,0.2822,0.0454545,0.0420767,0.0527243,0.0768212,0.0471145,0.2149006,0.2768212,0.2583727,0.0339641,0.0385052,0.0535005,53.87412,56.55812,8.181276,14.51385,31.29044,85.70006,40.7321,17.19923,0.6098129,0.6314035,0.0023222,13698.2,14107,4074.057,16928.168,61274,3416.0708,13102,7578.2832,33265,249.381,1175.021,537.2002,1.187305,1.233773,2.801105,0.0772095,4.226322,225.36945,844.79889,0.0173032,0.0595008,0.0112809,0.0114255,,14.135271,98.570572,,0.0010058,0.006842,5.80227,5.973377,16634190,54033336,1357.893,3764.812,,25.01604,14.8,,1
Chicago,"Chicago-Naperville-Elgin, IL-IN-WI",USA,9,9276.302,9551.031,4510.25,4629.69,452993.1,582495.9,466078.7,497885.3,524313,51143.06,53672.82,54895.96,110.3897,113.2501,0.4847319,0.4862121,0.0078798,0.004732,-0.0000466,0.003133,0.0079268,0.0144507,0.0109393,-0.0008653,-0.0114466,-0.0161431,-0.0314555,0.0133172,0.0116852,0.0151913,0.3770506,0.0019132,0.0525357,0.2352942,0.1263445,0.157694,0.0356426,0.0135252,0.3679937,0.0021646,0.0590113,0.2312611,0.1335371,0.1470336,0.0375137,0.021485,0.3987226,0.0014903,0.0336118,0.2415046,0.1268133,0.1527362,0.0348991,0.0102221,235.1893,70.44904,123.0103,66.77833,126.9711,76.24217,95.51241,474.5644,0.0138014,0.004916,-0.0132147,0.0016614,0.0331012,0.0064357,0.0000512,-0.019891,0.0092341,0.0030964,-0.0101906,0.006299,0.0029117,0.0114476,0.0040545,-0.0254092,-0.000733,-0.0700585,-0.1365322,-0.0002007,0.0200177,-0.0485734,-0.0188803,-0.0113335,0.0175958,-0.0451914,0.0156807,0.0086164,0.0090788,0.0186204,0.0095072,-0.0487899,-0.0010831,-0.0222577,-0.0168013,0.0085423,-0.0283239,0.0034041,0.0024119,-0.0219084,0.0127033,-0.0174512,-0.029794,0.0102179,0.0038398,0.0098617,0.0024633,-0.0413636,0.1785781,0.003337,0.0457788,0.3645296,0.1375393,0.2232475,0.0424699,0.0045198,0.1758217,0.0023824,0.0355294,0.4144273,0.0894444,0.235087,0.0440634,0.0032443,256.8248,70.84225,107.1379,65.99571,160.5648,73.57868,89.69622,356.8302,0.5412091,0.5619253,0.0025074,9429.498,9495.578,4339.14,8352.3945,27791,969.58551,4326,3942.4504,10877,102.8247,874.5018,415.188,1.106279,1.11858,9.285802,0.1749708,10.63653,9010.9023,9625.5996,0.9650602,1.011011,0.0379921,0.0385132,698.26459,6718.4346,9145.9014,0.0751004,0.7091173,0.9575826,0.3503867,0.3613144,134200000,134700000,14493.74,14092.71,8.230831,30.23134,37.34886,17.78,2
Chongqing,Chongqing,China,33,27973.8,30159.1,14563.1,17337.9,123299.9,425471.7,33349.3,55877.6,204626.5,1170.562,1997.498,6784.901,3.83693,11.80227,0.5748813,0.5205978,0.1285609,0.1242855,0.0028566,0.0038028,0.1253463,0.1176818,0.1195929,-0.017422,0.1599478,0.1505364,0.0157989,0.1282181,0.1182196,0.023994,0.1270613,0.1836997,0.0830965,0.109444,0.2955476,0.0867454,0.0782243,0.0361813,0.1402162,0.2134782,0.0743513,0.1093679,0.2568824,0.0957257,0.0765506,0.0334277,0.1308835,0.1254911,0.1142525,0.0536632,0.3912165,0.1006171,0.0521892,0.0316869,9.586579,1.476727,4.11516,2.275708,12.36756,5.994692,6.21954,11.23572,0.0598727,0.127656,0.1036947,0.0565024,0.144928,0.087029,0.0623454,0.0981599,0.0438508,0.0319004,0.0591908,0.0459983,0.0708548,0.0531002,0.0497361,0.0693489,0.1612897,0.0675068,0.2123601,0.0687147,0.2253668,0.1667333,0.1038528,0.1494444,0.1528083,0.1056959,0.1999704,0.0364737,0.133871,0.1374682,0.0825193,0.1261361,0.0601078,-0.0338633,0.0524161,0.0188569,0.0139081,0.0418367,0.0357166,0.024198,0.1235793,0.0894699,0.161546,0.0764248,0.1608518,0.1325067,0.1002888,0.1247331,0.0389725,0.5640302,0.0647375,0.141906,0.0884377,0.0539078,0.0361191,0.0118892,0.0896245,0.3223285,0.1334706,0.1799353,0.1042398,0.0955133,0.0585826,0.0163053,17.31476,4.616069,10.14934,3.536045,44.49809,12.4901,10.56257,23.04139,0.6871274,0.6997803,0.0012172,28578.7,29190,15129.9,23900.209,77894,5457.7114,17673,12989.557,43570,190.9713,792.4709,445.0002,0.7808326,0.8399557,3.011317,0.0725721,4.423431,112.30833,351.46414,0.0039895,0.0119343,0.0056216,0.0047534,,93.842056,93.842056,,0.0032532,0.0031116,-0.0435325,0,9373345,45671512,335.6217,1526.76,,18.65015,5.5,,3
Cincinnati,"Cincinnati, OH-KY-IN",USA,122,2054.879,2157.719,1048.65,1077.59,88305.15,115551.7,87971.34,97426.27,104143.7,43995.48,47412.17,48265.66,92.90638,96.64504,0.4994116,0.510322,0.0113142,0.0061947,0.0027146,0.0050881,0.0085764,0.0161537,0.0101638,0.0036302,-0.0095561,-0.0146248,-0.0287223,0.0164271,0.012528,0.0152872,0.3108152,0.0046126,0.0502156,0.2579981,0.1537606,0.1725412,0.0372386,0.0128181,0.2928748,0.0056383,0.061041,0.2561694,0.1587369,0.1638285,0.0365989,0.0251123,0.3474266,0.0036384,0.0342952,0.2558991,0.1470035,0.169657,0.0287746,0.0133055,184.5114,40.27394,95.00407,62.44184,122.257,66.5521,90.81845,394.3628,0.0123825,-0.002319,-0.0165675,0.0009255,0.0228251,0.0103454,-0.0056981,0.004404,0.0107024,-0.0133236,-0.0179935,0.0069095,0.0092573,0.0111198,0.0021437,-0.030991,0.0160381,0.0420572,-0.0805366,-0.0094024,-0.0244688,-0.0403095,-0.0220548,0.0433265,0.0238012,-0.03606,0.023759,0.0108975,0.008996,0.0246397,-0.0073437,-0.0245469,0.0094805,-0.0163897,-0.0113103,0.0094036,-0.0171835,0.0023963,0.0000346,-0.0357303,0.0219804,-0.0186707,-0.0276904,0.0103378,0.0052494,0.0127665,-0.0056637,-0.0314837,0.154342,0.0128546,0.0481226,0.3576765,0.1420577,0.2432513,0.0371913,0.0045039,0.1707236,0.0096326,0.0389573,0.3951874,0.1051699,0.2420958,0.0357279,0.0025056,196.6752,36.50482,85.07932,62.58145,135.0879,67.72742,77.83636,513.2185,0.4938489,0.5268431,0.0043208,2107.649,2123.412,1008.89,2514.4849,11028,477.18686,3472,1272.8853,6357,226.4072,1165.344,599.4528,0.9440131,0.9754215,8.10761,0.1428541,8.077367,2733.8354,3305.2422,1.311795,1.551847,0.0115265,0.0132247,202.63969,525.69611,751.68488,0.0978955,0.2483625,0.3483701,0.4026683,0.4298848,27287000,9692778,13357.95,4511.521,6.546242,23.58807,34.5304,4.15,6
